'y-axis saved as y
'x,TrBiI4_pure_ground_exported.raw_1,Diff,Ycalc
18.325257,261,8.54191495,252.458085
18.3456923,272,0.0267506134,271.973249
18.3661276,304,-22.0585752,326.058575
18.386563,440,6.96275282,433.037247
18.4069983,607,-24.1626283,631.162628
18.4274336,956,-8.83637585,964.836376
18.4478689,1233,-96.6214217,1329.62142
18.4683042,1467,64.9945199,1402.00548
18.4887395,1272,-0.165237845,1272.16524
18.5091749,1033,-36.3377099,1069.33771
18.5296102,781,5.98031086,775.019689
18.5500455,514,-25.0471743,539.047174
18.5704808,393,8.6805631,384.319437
18.5909161,298,11.5434819,286.456518
18.6113514,233,7.56553782,225.434462
18.6317868,199,12.339814,186.660186
18.6522221,183,22.0310138,160.968986
18.6726574,136,-7.11357676,143.113577
18.6930927,131,0.842430647,130.157569
18.713528,111,-9.42110062,120.421101
18.7339633,123,10.1061232,112.893877
18.7543987,120,13.0688856,106.931114
18.774834,115,12.9060647,102.093935
18.7952693,101,2.8825365,98.1174635
18.8157046,113,18.158382,94.841618
18.8361399,113,20.9152991,92.0847009
18.8565752,118,28.2647271,89.7352729
18.8770106,87,-0.719572625,87.7195726
18.8974459,89,2.99266877,86.0073312
18.9178812,97,12.4897085,84.5102915
18.9383165,101,18.1227982,82.8772018
18.9587518,80,-1.62388611,81.6238861
18.9791871,80,-0.597730489,80.5977305
18.9996225,86,6.3564178,79.6435822
19.0200578,76,-2.669718,78.669718
19.0404931,83,5.38840715,77.6115928
19.0609284,82,5.09674099,76.903259
19.0813637,85,8.59254435,76.4074556
19.101799,82,5.92752973,76.0724703
19.1222344,89,13.2422173,75.7577827
19.1426697,69,-6.41507985,75.4150799
19.163105,84,8.8461556,75.1538444
19.1835403,63,-11.9629886,74.9629886
19.2039756,75,0.149803432,74.8501966
19.2244109,77,2.17270027,74.8272997
19.2448463,84,9.09270125,74.9072988
19.2652816,95,19.905247,75.094753
19.2857169,81,5.53327262,75.4667274
19.3061522,71,-5.24078002,76.24078
19.3265875,73,-4.52114511,77.5211451
19.3470228,86,6.34190587,79.6580941
19.3674582,90,6.53364462,83.4663554
19.3878935,108,17.3182251,90.6817749
19.4083288,113,8.05698858,104.943011
19.4287641,122,-12.243044,134.243044
19.4491994,180,-15.9677188,195.967719
19.4696347,275,-34.146556,309.146556
19.4900701,332,-81.6167092,413.616709
19.5105054,346,-27.3315859,373.331586
19.5309407,311,10.1737158,300.826284
19.551376,211,-34.3443875,245.344387
19.5718113,167,8.19361759,158.806382
19.5922466,94,-13.7455734,107.745573
19.612682,85,-3.98312084,88.9831208
19.6331173,74,-7.0079134,81.0079134
19.6535526,81,4.17430546,76.8256945
19.6739879,84,9.62148166,74.3785183
19.6944232,71,-1.98950164,72.9895016
19.7148585,86,13.5742144,72.4257856
19.7352939,86,13.4274879,72.5725121
19.7557292,91,17.9218745,73.0781255
19.7761645,91,17.9153265,73.0846735
19.7965998,58,-14.1422035,72.1422035
19.8170351,86,15.157604,70.842396
19.8374704,73,3.58671164,69.4132884
19.8579058,70,1.99483209,68.0051679
19.8783411,58,-8.93653644,66.9365364
19.8987764,65,-1.20611286,66.2061129
19.9192117,80,14.3267247,65.6732753
19.939647,68,2.78978295,65.2102171
19.9600823,75,10.3304502,64.6695498
19.9805176,76,11.9275159,64.0724841
20.000953,69,5.3610791,63.6389209
20.0213883,71,7.58013125,63.4198687
20.0418236,66,2.75549308,63.2445069
20.0622589,71,7.95545419,63.0445458
20.0826942,60,-2.75081677,62.7508168
20.1031295,71,8.49627281,62.5037272
20.1235649,62,-0.396998495,62.3969985
20.1440002,59,-3.29869973,62.2986997
20.1644355,62,-0.20330845,62.2033085
20.1848708,82,19.8894886,62.1105114
20.2053061,58,-4.02007171,62.0200717
20.2257414,72,10.0681941,61.9318059
20.2461768,65,3.15443001,61.84557
20.2666121,53,-8.7612493,61.7612493
20.2870474,73,11.3212481,61.6787519
20.3074827,57,-4.59800423,61.5980042
20.327918,61,-0.518948718,61.5189487
20.3483533,64,2.55845256,61.4415474
20.3687887,64,2.63419123,61.3658088
20.389224,53,-8.29180586,61.2918059
20.4096593,77,15.7807799,61.2192201
20.4300946,59,-2.14797784,61.1479778
20.4505299,45,-16.0782045,61.0782045
20.4709652,59,-2.00988326,61.0098833
20.4914006,54,-6.94299572,60.9429957
20.5118359,67,6.12247451,60.8775255
20.5322712,63,2.18654221,60.8134578
20.5527065,73,12.2492213,60.7507787
20.5731418,55,-5.68947261,60.6894726
20.5935771,56,-4.62951817,60.6295182
20.6140125,70,9.42912195,60.570878
20.6344478,70,9.48652996,60.51347
20.6548831,65,4.54295474,60.4570453
20.6753184,71,10.5991648,60.4008352
20.6957537,58,-2.34576903,60.345769
20.716189,60,-0.293816771,60.2938168
20.7366244,61,0.756622042,60.243378
20.7570597,62,1.80577157,60.1942284
20.777495,63,2.85363767,60.1463623
20.7979303,68,7.90022528,60.0997747
20.8183656,56,-4.05445956,60.0544596
20.8388009,56,-4.01040661,60.0104066
20.8592363,49,-10.9675952,59.9675952
20.8796716,46,-13.9259778,59.9259778
20.9001069,70,10.1145712,59.8854288
20.9205422,59,-0.845497558,59.8454976
20.9409775,63,3.19430154,59.8056985
20.9614128,61,1.23097573,59.7690243
20.9818482,65,5.26392303,59.736077
21.0022835,54,-5.70957194,59.7095719
21.0227188,77,17.3169633,59.6830367
21.0431541,51,-8.65225614,59.6522561
21.0635894,52,-7.62278663,59.6227866
21.0840247,59,-0.595154392,59.5951544
21.1044601,62,2.4294727,59.5705273
21.1248954,52,-7.5532997,59.5532997
21.1453307,60,0.446388883,59.5536111
21.165766,55,-4.54818625,59.5481862
21.1862013,60,0.46893939,59.5310606
21.2066366,79,19.4844259,59.5155741
21.227072,55,-4.5022421,59.5022421
21.2475073,69,9.50868697,59.491313
21.2679426,54,-5.48319809,59.4831981
21.2883779,61,1.52133937,59.4786606
21.3088132,66,6.5206222,59.4793778
21.3292485,67,7.50955168,59.4904483
21.3496839,77,17.4768884,59.5231116
21.3701192,67,7.44336136,59.5566386
21.3905545,54,-5.58770349,59.5877035
21.4109898,48,-11.6336227,59.6336227
21.4314251,44,-15.701715,59.701715
21.4518604,57,-2.80157946,59.8015795
21.4722958,62,2.05667302,59.943327
21.4927311,76,15.8707898,60.1292102
21.5131664,69,8.66431669,60.3356833
21.5336017,57,-3.50794041,60.5079404
21.554037,62,1.38168065,60.6183194
21.5744723,63,2.28209165,60.7179084
21.5949077,63,2.13538547,60.8646145
21.615343,59,-2.13518675,61.1351867
21.6357783,66,4.28585544,61.7141446
21.6562136,85,22.0360412,62.9639588
21.6766489,70,4.3236304,65.6763696
21.6970842,96,24.2970303,71.7029697
21.7175196,99,14.982914,84.017086
21.7379549,125,25.1867668,99.8132332
21.7583902,126,24.3295335,101.670466
21.7788255,121,29.9713363,91.0286637
21.7992608,113,26.8280504,86.1719496
21.8196961,98,19.5366434,78.4633566
21.8401315,78,9.44112041,68.5588796
21.8605668,78,14.3550579,63.6449421
21.8810021,59,-2.85614866,61.8561487
21.9014374,56,-5.06616277,61.0661628
21.9218727,71,10.3763339,60.6236661
21.942308,62,1.65190368,60.3480963
21.9627434,61,0.833140684,60.1668593
21.9831787,62,1.9563444,60.0436556
22.003614,59,-0.958452104,59.9584521
22.0240493,60,0.100595401,59.8994046
22.0444846,52,-7.85912377,59.8591238
22.0649199,56,-3.83279716,59.8327972
22.0853552,62,2.18282061,59.8171794
22.1057906,65,5.18998124,59.8100188
22.1262259,47,-12.8097165,59.8097165
22.1466612,59,-0.815113055,59.8151131
22.1670965,59,-0.825334309,59.8253343
22.1875318,63,3.16033296,59.839667
22.2079671,55,-4.85743335,59.8574333
22.2284025,57,-2.87768911,59.8776891
22.2488378,47,-12.8977309,59.8977309
22.2692731,62,2.08528332,59.9147167
22.2897084,52,-7.95404929,59.9540493
22.3101437,70,10.0069143,59.9930857
22.330579,61,0.97064413,60.0293559
22.3510144,57,-3.05811051,60.0581105
22.3714497,45,-15.0814798,60.0814798
22.391885,59,-1.12923908,60.1292391
22.4123203,58,-2.18371262,60.1837126
22.4327556,43,-17.2415025,60.2415025
22.4531909,51,-9.3030056,60.3030056
22.4736263,57,-3.36871822,60.3687182
22.4940616,64,3.5607522,60.4392478
22.5144969,56,-4.51534384,60.5153438
22.5349322,59,-1.59793897,60.597939
22.5553675,50,-10.6882045,60.6882045
22.5758028,63,2.21237338,60.7876266
22.5962382,62,1.1018875,60.8981125
22.6166735,67,5.97785997,61.02214
22.6371088,59,-2.16297347,61.1629735
22.6575441,61,-0.324980416,61.3249804
22.6779794,50,-11.5141104,61.5141104
22.6984147,50,-11.7386421,61.7386421
22.7188501,58,-4.01039636,62.0103964
22.7392854,59,-3.34678022,62.3467802
22.7597207,68,5.22570879,62.7742912
22.780156,55,-8.33434696,63.334347
22.8005913,66,1.90766964,64.0923304
22.8210266,66,0.84940632,65.1505937
22.841462,68,1.34071983,66.6592802
22.8618973,47,-21.7761775,68.7761775
22.8823326,56,-15.6359194,71.6359194
22.9027679,63,-12.1690279,75.1690279
22.9232032,68,-10.7407528,78.7407528
22.9436385,57,-24.0954959,81.0954959
22.9640739,73,-8.32263211,81.3226321
22.9845092,65,-14.8199136,79.8199136
23.0049445,52,-25.3592851,77.3592851
23.0253798,49,-25.3369669,74.3369669
23.0458151,72,0.705511745,71.2944883
23.0662504,65,-3.77812606,68.7781261
23.0866858,68,1.05954519,66.9404548
23.1071211,65,-0.667919841,65.6679198
23.1275564,64,-0.798258939,64.7982589
23.1479917,66,1.79675801,64.203242
23.168427,47,-16.804728,63.804728
23.1888623,66,2.4633932,63.5366068
23.2092977,69,5.67196366,63.3280363
23.229733,56,-7.17734734,63.1773473
23.2501683,60,-3.07115399,63.071154
23.2706036,46,-16.9986143,62.9986143
23.2910389,59,-3.95212048,62.9521205
23.3114742,44,-18.9262033,62.9262033
23.3319096,79,16.083143,62.916857
23.3523449,49,-13.921151,62.921151
23.3727802,68,5.06278693,62.9372131
23.3932155,50,-12.964822,62.964822
23.4136508,51,-12.0078702,63.0078702
23.4340861,55,-8.08827059,63.0882706
23.4545215,56,-7.25782849,63.2578285
23.4749568,70,6.62962052,63.3703795
23.4953921,57,-6.43677952,63.4367795
23.5158274,56,-7.50817624,63.5081762
23.5362627,71,7.41471854,63.5852815
23.556698,54,-9.66812892,63.6681289
23.5771334,64,0.243130801,63.7568692
23.5975687,68,4.14822381,63.8517762
23.618004,64,0.0467203922,63.9532796
23.6384393,59,-5.06205167,64.0620517
23.6588746,75,10.8207645,64.1792355
23.6793099,66,1.69261316,64.3073868
23.6997453,66,1.54542039,64.4545796
23.7201806,86,21.3831362,64.6168638
23.7406159,46,-18.78494,64.78494
23.7610512,53,-11.9863266,64.9863266
23.7814865,61,-4.21283891,65.2128389
23.8019218,71,5.55501906,65.4449809
23.8223572,75,9.27519396,65.724806
23.8427925,55,-11.0218631,66.0218631
23.8632278,56,-10.3507176,66.3507176
23.8836631,64,-2.73747169,66.7374717
23.9040984,64,-3.20563448,67.2056345
23.9245337,70,2.20328742,67.7967126
23.9449691,76,7.42642561,68.5735744
23.9654044,63,-6.57984153,69.5798415
23.9858397,63,-7.79439739,70.7943974
24.006275,94,21.4628217,72.5371783
24.0267103,82,6.73830667,75.2616933
24.0471456,65,-13.6918467,78.6918467
24.067581,92,8.70044797,83.299552
24.0880163,102,12.3470615,89.6529385
24.1084516,109,11.389594,97.610406
24.1288869,110,4.3091638,105.690836
24.1493222,137,26.0908013,110.909199
24.1697575,135,23.7250848,111.274915
24.1901929,99,-9.09123637,108.091236
24.2106282,124,20.7726729,103.227327
24.2310635,106,8.68916702,97.310833
24.2514988,80,-11.5863816,91.5863816
24.2719341,103,15.0203372,87.9796628
24.2923694,102,13.6378811,88.3621189
24.3128047,105,10.7744969,94.2255031
24.3332401,108,6.70819078,101.291809
24.3536754,85,-13.1973741,98.1973741
24.3741107,106,15.060847,90.939153
24.394546,98,9.13127111,88.8687289
24.4149813,98,12.9811743,85.0188257
24.4354166,66,-12.8177219,78.8177219
24.455852,80,4.74320069,75.2567993
24.4762873,75,1.07361004,73.92639
24.4967226,79,5.55667452,73.4433255
24.5171579,83,9.69923632,73.3007637
24.5375932,67,-6.44657482,73.4465748
24.5580285,77,2.94991271,74.0500873
24.5784639,67,-7.48068936,74.4806894
24.5988992,80,5.22224007,74.7777599
24.6193345,93,17.8582972,75.1417028
24.6397698,93,17.4256473,75.5743527
24.6602051,103,26.9219722,76.0780278
24.6806404,98,21.3419167,76.6580833
24.7010758,101,23.6766409,77.3233591
24.7215111,72,-6.0900043,78.0900043
24.7419464,87,8.00690115,78.9930989
24.7623817,87,6.87456461,80.1254354
24.782817,88,6.1410192,81.8589808
24.8032523,93,8.15252464,84.8474754
24.8236877,94,7.17501022,86.8249898
24.844123,94,5.16457368,88.8354263
24.8645583,88,-3.25738197,91.257382
24.8849936,95,0.777256849,94.2227432
24.9054289,108,10.0579849,97.9420151
24.9258642,106,3.24262655,102.757373
24.9462996,107,-2.168007,109.168007
24.9667349,133,14.957827,118.042173
24.9871702,149,18.1483936,130.851606
25.0076055,168,18.0251663,149.974834
25.0280408,192,13.3369865,178.663014
25.0484761,219,-1.08291421,220.082914
25.0689115,247,-26.6817595,273.68176
25.0893468,307,-20.7623525,327.762352
25.1097821,379,20.738974,358.261026
25.1302174,372,18.5673024,353.432698
25.1506527,350,20.4571237,329.542876
25.171088,312,13.0695494,298.930451
25.1915234,317,56.2678229,260.732177
25.2119587,213,-8.81167722,221.811677
25.232394,221,28.3285496,192.67145
25.2528293,160,-16.6167841,176.616784
25.2732646,182,12.4467979,169.553202
25.2936999,157,-13.1168991,170.116899
25.3141353,177,0.617706231,176.382294
25.3345706,172,-13.4472528,185.447253
25.3550059,184,-9.17368108,193.173681
25.3754412,199,2.92769622,196.072304
25.3958765,169,-25.1266418,194.126642
25.4163118,172,-17.5106019,189.510602
25.4367472,173,-10.5851146,183.585115
25.4571825,157,-20.4642706,177.464271
25.4776178,147,-26.0040865,173.004087
25.4980531,147,-24.7556729,171.755673
25.5184884,159,-15.3682753,174.368275
25.5389237,185,3.91100981,181.08899
25.5593591,198,5.66063335,192.339367
25.5797944,186,-23.0908456,209.090846
25.6002297,222,-11.2617115,233.261711
25.620665,249,-19.346498,268.346498
25.6411003,274,-46.2412758,320.241276
25.6615356,368,-30.1811058,398.181106
25.681971,469,-45.4904169,514.490417
25.7024063,699,18.7006377,680.299362
25.7228416,908,16.8225516,891.177448
25.7432769,1164,63.9304327,1100.06957
25.7637122,1417,200.462386,1216.53761
25.7841475,1280,82.0488755,1197.95112
25.8045829,1116,12.1572676,1103.84273
25.8250182,986,3.85962289,982.140377
25.8454535,869,38.740291,830.259709
25.8658888,653,-17.1552235,670.155223
25.8863241,558,16.7824769,541.217523
25.9067594,500,42.4361791,457.563821
25.9271948,416,3.40091928,412.599081
25.9476301,425,31.2951053,393.704895
25.9680654,461,73.5895158,387.410484
25.9885007,418,33.1318587,384.868141
26.008936,428,44.1183231,383.881677
26.0293713,433,50.0967868,382.903213
26.0498067,436,54.2881515,381.711848
26.070242,398,13.3851346,384.614865
26.0906773,412,15.0159215,396.984078
26.1111126,415,-9.0559254,424.055925
26.1315479,442,-31.7563696,473.75637
26.1519832,540,-19.2965956,559.296596
26.1724186,693,-10.1964752,703.196475
26.1928539,880,-61.9661541,941.966154
26.2132892,1264,-59.3863738,1323.38637
26.2337245,1855,-23.1036673,1878.10367
26.2541598,2690,157.311899,2532.6881
26.2745951,3360,359.504167,3000.49583
26.2950305,3265,267.930921,2997.06908
26.3154658,2845,144.499091,2700.50091
26.3359011,2519,137.783492,2381.21651
26.3563364,2096,110.654959,1985.34504
26.3767717,1450,-46.2314937,1496.23149
26.397207,1071,6.29333686,1064.70666
26.4176423,727,-35.951016,762.951016
26.4380777,516,-53.211284,569.211284
26.458513,463,17.5222675,445.477732
26.4789483,418,53.9664892,364.033511
26.4993836,329,21.205027,307.794973
26.5198189,257,-10.0882527,267.088253
26.5402542,235,-1.52205044,236.52205
26.5606896,218,5.06854915,212.931451
26.5811249,191,-3.32862316,194.328623
26.6015602,191,11.6036907,179.396309
26.6219955,199,31.7718532,167.228147
26.6424308,189,31.8162777,157.183722
26.6628661,173,24.196876,148.803124
26.6833015,177,35.238298,141.761702
26.7037368,160,24.1080868,135.891913
26.7241721,139,8.02540581,130.974594
26.7446074,135,8.44304777,126.556952
26.7650427,134,11.3486829,122.651317
26.785478,154,34.7873744,119.212626
26.8059134,139,22.7023478,116.297652
26.8263487,156,42.2441583,113.755842
26.846784,100,-11.5273617,111.527362
26.8672193,154,44.4275019,109.572498
26.8876546,134,26.1384978,107.861502
26.9080899,134,27.6201615,106.379838
26.9285253,154,48.833169,105.166831
26.9489606,139,34.6428938,104.357106
26.9693959,112,8.4944467,103.505553
26.9898312,121,18.2870688,102.712931
27.0102665,105,2.88742636,102.112574
27.0307018,112,10.1865564,101.813444
27.0511372,102,0.487417824,101.512582
27.0715725,106,4.77011762,101.229882
27.0920078,112,11.0205724,100.979428
27.1124431,114,13.4470904,100.55291
27.1328784,110,9.40006468,100.599935
27.1533137,112,10.9315077,101.068492
27.1737491,122,20.3661437,101.633856
27.1941844,117,14.6170771,102.382923
27.2146197,122,18.6430807,103.356919
27.235055,102,-2.60104617,104.601046
27.2554903,109,2.79183385,106.208166
27.2759256,128,19.6407574,108.359243
27.296361,138,27.2066714,110.793329
27.3167963,103,-10.7678224,113.767822
27.3372316,112,-5.48635402,117.486354
27.3576669,135,12.8059829,122.194017
27.3781022,124,-4.26726056,128.267261
27.3985375,141,4.89279969,136.1072
27.4189729,135,-11.4558473,146.455847
27.4394082,168,7.53806929,160.461931
27.4598435,157,-22.613428,179.613428
27.4802788,215,5.38054177,209.619458
27.5007141,252,-2.62499356,254.624994
27.5211494,315,-5.44611973,320.44612
27.5415848,401,-10.1859015,411.185901
27.5620201,527,7.09911843,519.900882
27.5824554,720,96.0988541,623.901146
27.6028907,719,9.38539966,709.6146
27.623326,800,-0.235326083,800.235326
27.6437613,846,-31.6294317,877.629432
27.6641967,864,30.4058982,833.594102
27.684632,678,-12.7918069,690.791807
27.7050673,539,-45.1117496,584.11175
27.7255026,523,13.3370278,509.662972
27.7459379,423,8.90878034,414.09122
27.7663732,357,20.1819182,336.818082
27.7868086,331,9.59055514,321.409445
27.8072439,342,-5.25165313,347.251653
27.8276792,353,13.6058687,339.394131
27.8481145,303,7.09653392,295.903466
27.8685498,299,5.22972082,293.770279
27.8889851,404,66.1724193,337.827581
27.9094205,493,79.4276007,413.572399
27.9298558,652,123.699064,528.300936
27.9502911,608,41.8367821,566.163218
27.9707264,551,75.3629676,475.637032
27.9911617,576,132.68175,443.31825
28.011597,504,20.8000325,483.199967
28.0320324,507,17.8241267,489.175873
28.0524677,519,17.5706284,501.429372
28.072903,580,-34.6275871,614.627587
28.0933383,795,-34.1865488,829.186549
28.1137736,963,-58.6501601,1021.65016
28.1342089,983,-38.9874666,1021.98747
28.1546443,927,7.74283865,919.257161
28.1750796,845,-4.9036454,849.903645
28.1955149,704,-61.5595175,765.559518
28.2159502,503,-111.159088,614.159088
28.2363855,413,-48.5130841,461.513084
28.2568208,310,-38.5208936,348.520894
28.2772562,233,-39.5734847,272.573485
28.2976915,176,-46.2585138,222.258514
28.3181268,196,7.23427965,188.76572
28.3385621,135,-30.7382995,165.738299
28.3589974,139,-10.4223355,149.422336
28.3794327,138,0.5731139,137.426886
28.3998681,125,-3.25521301,128.255213
28.4203034,124,3.06151591,120.938484
28.4407387,111,-4.07481961,115.07482
28.461174,108,-2.50068361,110.500684
28.4816093,96,-10.7462158,106.746216
28.5020446,84,-19.5520679,103.552068
28.5224799,93,-7.82822158,100.828222
28.5429153,94,-4.39132235,98.3913223
28.5633506,94,-2.45823666,96.4582367
28.5837859,83,-11.7537541,94.7537541
28.6042212,93,-0.0694440193,93.069444
28.6246565,86,-5.5538961,91.5538961
28.6450918,104,13.6915184,90.3084816
28.6655272,77,-12.3539,89.3539
28.6859625,85,-3.47801801,88.478018
28.7063978,78,-9.58049523,87.5804952
28.7268331,64,-22.8218309,86.8218309
28.7472684,89,2.75285443,86.2471456
28.7677037,67,-18.7191803,85.7191803
28.7881391,76,-9.17302038,85.1730204
28.8085744,73,-11.5720335,84.5720335
28.8290097,73,-11.1890568,84.1890568
28.849445,69,-14.8670382,83.8670382
28.8698803,79,-4.5772034,83.5772034
28.8903156,90,6.67652674,83.3234733
28.910751,78,-5.14746766,83.1474677
28.9311863,93,9.91211074,83.0878893
28.9516216,81,-1.73237776,82.7323778
28.9720569,70,-12.5526749,82.5526749
28.9924922,85,2.57240414,82.4275959
29.0129275,61,-21.309398,82.309398
29.0333629,90,7.80061266,82.1993873
29.0537982,87,4.89717885,82.1028211
29.0742335,102,19.9810261,82.0189739
29.0946688,94,12.0528265,81.9471735
29.1151041,94,12.1131404,81.8868596
29.1355394,86,4.16242497,81.837575
29.1559748,79,-2.79895946,81.7989595
29.1764101,80,-1.77074532,81.7707453
29.1968454,80,-1.75275534,81.7527553
29.2172807,80,-1.74490191,81.7449019
29.237716,88,6.2528393,81.7471607
29.2581513,95,13.2407893,81.7592107
29.2785867,85,3.22098654,81.7790135
29.299022,67,-14.7979345,81.7979345
29.3194573,94,12.228258,81.771742
29.3398926,71,-10.6064936,81.6064936
29.3603279,88,6.36968633,81.6303137
29.3807632,81,-0.720266541,81.7202665
29.4011986,82,0.176082689,81.8239173
29.4216339,86,4.06363179,81.9363682
29.4420692,90,7.96542267,82.0345773
29.4625045,84,2.0057941,81.9942059
29.4829398,77,-4.9230132,81.9230132
29.5033751,69,-13.1321196,82.1321196
29.5238105,81,-1.39132124,82.3913212
29.5442458,82,-0.690742937,82.6907429
29.5646811,75,-8.04122852,83.0412285
29.5851164,72,-11.4581803,83.4581803
29.6055517,90,6.03669211,83.9633079
29.625987,86,1.41364025,84.5863597
29.6464224,97,11.6344871,85.3655129
29.6668577,87,0.658582203,86.3414178
29.687293,87,-0.560512074,87.5605121
29.7077283,83,-6.0331498,89.0331498
29.7281636,91,0.351683867,90.6483161
29.7485989,98,5.83503508,92.1649649
29.7690343,89,-4.32798514,93.3279851
29.7894696,107,12.8678242,94.1321758
29.8099049,81,-13.8396043,94.8396043
29.8303402,92,-3.65981481,95.6598148
29.8507755,100,3.50707908,96.4929209
29.8712108,88,-9.45530041,97.4553004
29.8916462,101,2.83501703,98.164983
29.9120815,88,-10.3628338,98.3628338
29.9325168,87,-11.4270463,98.4270463
29.9529521,94,-4.75473234,98.7547323
29.9733874,93,-6.30967817,99.3096782
29.9938227,101,0.987775629,100.012224
30.0142581,109,7.93426768,101.065732
30.0346934,116,13.274863,102.725137
30.0551287,110,4.86778078,105.132219
30.075564,115,6.58073666,108.419263
30.0959993,128,15.24502,112.75498
30.1164346,129,10.7559948,118.244005
30.13687,114,-11.3755849,125.375585
30.1573053,143,8.17220176,134.827798
30.1777406,160,12.3355471,147.664453
30.1981759,173,7.42725383,165.572746
30.2186112,168,-23.008926,191.008926
30.2390465,200,-27.2589841,227.258984
30.2594819,261,-16.8435099,277.84351
30.2799172,313,-31.1942536,344.194254
30.3003525,378,-42.0801333,420.080133
30.3207878,446,-39.3513597,485.35136
30.3412231,463,-51.0431659,514.043166
30.3616584,502,-0.372369377,502.372369
30.3820938,439,-32.959104,471.959104
30.4025291,396,-40.4554093,436.455409
30.4229644,409,16.5112492,392.488751
30.4433997,351,9.72115399,341.278846
30.463835,279,-17.1378398,296.13784
30.4842703,267,-4.99323386,271.993234
30.5047057,305,22.8203851,282.179615
30.525141,337,9.15182158,327.848178
30.5455763,362,-0.578250055,362.57825
30.5660116,361,29.6802402,331.31976
30.5864469,333,43.468917,289.531083
30.6068822,294,9.35504303,284.644957
30.6273176,271,-11.080764,282.080764
30.6477529,272,24.3812426,247.618757
30.6681882,233,24.9676845,208.032315
30.6886235,212,28.1741555,183.825844
30.7090588,154,-16.0657835,170.065783
30.7294941,162,1.16868401,160.831316
30.7499294,148,-5.79761457,153.797615
30.7703648,142,-5.54257795,147.542578
30.7908001,147,5.84146423,141.158536
30.8112354,121,-13.6910324,134.691032
30.8316707,106,-22.4667142,128.466714
30.852106,119,-3.43058945,122.430589
30.8725413,99,-17.4993677,116.499368
30.8929767,93,-18.0325262,111.032526
30.913412,101,-5.32566661,106.325667
30.9338473,91,-11.2809781,102.280978
30.9542826,106,6.92044385,99.0795562
30.9747179,80,-16.6023739,96.6023739
30.9951532,102,7.29097571,94.7090243
31.0155886,81,-12.2820674,93.2820674
31.0360239,96,3.78396318,92.2160368
31.0564592,86,-5.4615849,91.4615849
31.0768945,97,6.01205971,90.9879403
31.0973298,70,-20.7925144,90.7925144
31.1177651,76,-14.9259785,90.9259785
31.1382005,89,-2.39515827,91.3951583
31.1586358,77,-15.193163,92.193163
31.1790711,89,-4.43319812,93.4331981
31.1995064,94,-1.5356658,95.5356658
31.2199417,125,26.1541539,98.8458461
31.240377,100,-4.24466008,104.24466
31.2608124,136,21.9694028,114.030597
31.2812477,166,30.597966,135.402034
31.301683,224,36.057833,187.942167
31.3221183,322,17.9021744,304.097826
31.3425536,573,98.4833625,474.516638
31.3629889,668,116.723681,551.276319
31.3834243,499,59.2522833,439.747717
31.4038596,384,46.4322042,337.567796
31.4242949,415,75.7462956,339.253704
31.4447302,429,89.5332479,339.466752
31.4651655,267,9.42659007,257.57341
31.4856008,195,24.1434505,170.85655
31.5060362,141,15.5573339,125.442666
31.5264715,102,-4.8922383,106.892238
31.5469068,110,11.4672257,98.5327743
31.5673421,93,-0.760447552,93.7604476
31.5877774,96,5.35454044,90.6454596
31.6082127,106,17.5075582,88.4924418
31.6286481,100,13.0358533,86.9641467
31.6490834,102,16.1243075,85.8756925
31.6695187,74,-11.1200776,85.1200776
31.689954,75,-9.64673431,84.6467343
31.7103893,89,4.54630854,84.4536915
31.7308246,77,-7.58676413,84.5867641
31.75126,72,-13.2081324,85.2081324
31.7716953,78,-8.76820505,86.768205
31.7921306,91,0.500406447,90.4995936
31.8125659,85,-15.0924012,100.092401
31.8330012,120,-1.31623798,121.316238
31.8534365,127,-24.5446272,151.544627
31.8738719,127,-36.2248596,163.22486
31.8943072,123,-18.7927596,141.79276
31.9147425,95,-28.7562938,123.756294
31.9351778,95,-29.5365997,124.5366
31.9556131,109,-16.0275626,125.027563
31.9760484,84,-26.5195474,110.519547
31.9964838,88,-6.65604653,94.6560465
32.0169191,80,-6.31179943,86.3117994
32.0373544,85,2.08852457,82.9114754
32.0577897,70,-11.3541133,81.3541133
32.078225,89,8.69224999,80.30775
32.0986603,81,1.49428839,79.5057116
32.1190957,80,0.873985765,79.1260142
32.139531,76,-2.87445777,78.8744578
32.1599663,64,-14.7001392,78.7001392
32.1804016,74,-4.58093068,78.5809307
32.2008369,87,8.49043441,78.5095656
32.2212722,76,-2.47561276,78.4756128
32.2417076,79,0.526166747,78.4738333
32.2621429,67,-11.501728,78.501728
32.2825782,78,-0.558429607,78.5584296
32.3030135,71,-7.64384921,78.6438492
32.3234488,70,-8.75616579,78.7561658
32.3438841,74,-4.88076201,78.880762
32.3643195,78,-0.924752109,78.9247521
32.3847548,68,-11.0238491,79.0238491
32.4051901,67,-12.3071261,79.3071261
32.4256254,69,-10.6581164,79.6581164
32.4460607,67,-13.1662742,80.1662742
32.466496,77,-3.82175193,80.8217519
32.4869314,69,-12.5461779,81.5461779
32.5073667,73,-9.44273146,82.4427315
32.527802,76,-7.62541356,83.6254136
32.5482373,92,6.7157348,85.2842652
32.5686726,65,-22.616497,87.616497
32.5891079,70,-20.9944108,90.9944108
32.6095433,90,-5.95585249,95.9558525
32.6299786,87,-16.2616988,103.261699
32.6504139,98,-15.3873988,113.387399
